;predicate;formula;frequency;closest_solution;solution_distance
649;this/inv12;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group)|(all ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) => (((ref1 -> (ref3 -> ref2)) in (Class <: Groups)) && (ref3 in Student))))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));14
650;this/inv12;(all ref0:(one Teacher)|(some ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) => (all ref2:(one Group),ref3:(one Person)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));10
651;this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(some ref3:(one Group),ref4:(one Teacher)|(((ref0 -> (ref4 -> ref3)) in (Class <: Groups)) && (ref2 in ((ref0 . (Class <: Groups)) . Group)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref1) in (Person <: Tutors))));23
652;this/inv14;(all ref0:(one Student)|((ref0 in Class) => (some ref1:(one Class),ref2:(one Teacher)|(((ref2 -> ref0) in (Person <: Tutors)) && ((ref2 -> ref1) in (Person <: Teaches))))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));19
653;this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) => (some ref2:(one Group),ref3:(one Student)|((ref0 -> (ref3 -> ref2)) in (Class <: Groups))))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));12
654;this/inv5;(Teacher in Class);1;(some (Teacher . (Person <: Teaches)));5
655;this/inv14;(all ref0:(one Student)|(some ref1:(one Class),ref2:(one Teacher)|(((ref2 -> ref0) in (Person <: Tutors)) && ((ref2 -> ref1) in (Person <: Teaches)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));21
656;this/inv14;(all ref0:(one Class),ref1:(one Person)|(some ref2:(one Group)|(((ref0 -> (ref1 -> ref2)) in (Class <: Groups)) => (some ref3:(one Teacher)|((ref3 -> ref1) in (Person <: Tutors))))));1;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));14
657;this/inv12;(some ref0:(one Teacher)|(all ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) => (some ref2:(one Group),ref3:(one Person)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));10
658;this/inv11;(all ref0:(one Class)|(((ref0 -> (Person -> Group)) in (Class <: Groups)) => (Person in Teacher)));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));15
659;this/inv14;(all ref0:(one Class),ref1:(one Person)|(some ref2:(one Group)|(((ref0 -> (ref1 -> ref2)) in (Class <: Groups)) => (some ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));8
660;this/inv14;(all ref0:(one Class),ref1:(one Person),ref2:(one Teacher)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) && ((ref2 -> ref0) in (Person <: Teaches))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref1) in (Person <: Tutors))));14
661;this/inv11;(all ref0:(one Class)|(some ref1:(one Person)|(((ref0 -> (ref1 -> Group)) in (Class <: Groups)) => (Person in Teacher))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));14
662;this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(some ref3:(one Group)|(((ref0 -> (ref1 -> ref3)) in (Class <: Groups)) && ((ref0 -> (ref2 -> ref3)) in (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref1) in (Person <: Tutors))));20
663;this/inv14;(all ref0:(one Class),ref1:(one Person),ref2:(one Teacher)|(((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref0) in (Person <: Tutors))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref1) in (Person <: Tutors))));10
664;this/inv14;(all ref0:(one Student)|(some ref1:(one Class),ref2:(one Group)|(((ref1 -> (ref0 -> ref2)) in (Class <: Groups)) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches))))));1;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));18
665;this/inv14;(all ref0:(one Student)|(some ref1:(one Class),ref2:(one Group),ref3:(one Teacher)|(((ref1 -> (ref0 -> ref2)) in (Class <: Groups)) && (((ref3 -> ref1) in (Person <: Teaches)) => ((ref3 -> ref0) in (Person <: Tutors))))));1;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));18
666;this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref0 -> (ref3 -> ref1)) in (Class <: Groups))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));20
667;this/inv11;(all ref0:(one Class)|(some ref1:(one Person)|(((ref0 -> (ref1 -> Group)) in (Class <: Groups)) => (ref1 in Teacher))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));14
668;this/inv14;(all ref0:(one Student)|(some ref1:(one Class),ref2:(one Teacher)|(((ref2 -> ref1) in (Person <: Teaches)) => ((ref0 -> ref2) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));19
669;this/inv12;(all ref0:(one Teacher)|(some ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) => (some ref2:(one Group)|(all ref3:(one Student)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));10
670;this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref0 -> (ref3 -> ref1)) in (Class <: Groups))) => (ref3 in (ref2 . (^ (~ (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));18
671;this/inv14;(all ref0:(one Student)|(some ref1:(one Class),ref2:(one Group),ref3:(one Teacher)|(((ref3 -> ref1) in (Person <: Teaches)) => (((ref1 -> (ref0 -> ref2)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Tutors))))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref3 -> ref1)) in (Class <: Groups)) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref3) in (Person <: Tutors))));22
672;this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Teacher)|(((ref2 -> ref0) in (Person <: Teaches)) => ((ref1 -> ref2) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));17
673;this/inv5;(some ref0:(one Person)|(all ref1:(one Class),ref2:(one Teacher)|((ref2 -> ref1) in (Person <: Teaches))));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));7
674;this/inv5;(all ref0:(one Teacher)|(ref0 in Group));1;(some ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));6
675;this/inv3;((Person - Teacher) = Student);1;(none = (Student & Teacher));6
676;this/inv14;(all ref0:(one Student)|(some ref1:(one Class),ref2:(one Group),ref3:(one Teacher)|(((ref3 -> ref1) in (Person <: Teaches)) => ((ref3 -> ref0) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));20
677;this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && (ref0 in (ref3 . (Person <: Teaches)))) => (ref3 in (ref2 . (^ (~ (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));16
678;this/inv9;(all ref0:(one Class)|(lone ((ref0 . (Person <: Teaches)) & Teacher)));1;(all ref0:(one Class)|(lone ((ref0 . (~ (Person <: Teaches))) & Teacher)));3
679;this/inv3;(((Person - Student) = Teacher) && ((Person - Teacher) = Student));1;(none = (Student & Teacher));10
680;this/inv5;(all ref0:(one Class),ref1:(one Person)|(((ref1 -> ref0) in (Person <: Teaches)) && (ref1 in Teacher)));1;(some ref0:(one Class),ref1:(one Person)|(((ref1 -> ref0) in (Person <: Teaches)) && (ref1 in Teacher)));4
681;this/inv11;(some ref0:(one Teacher)|(all ref1:(one Class),ref2:(one Group),ref3:(one Student)|(((ref1 -> (ref3 -> ref2)) in (Class <: Groups)) => ((ref0 -> ref1) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));14
682;this/inv3;(no (Student & Student));1;(no (Student & Teacher));2
683;this/inv5;(all ref0:(one Class),ref1:(one Person)|((ref1 -> ref0) in (Person <: Teaches)));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));4
684;this/inv11;(all ref0:(one Class)|(some ref1:(one Group),ref2:(one Person),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => (ref0 in (ref3 . (Person <: Teaches))))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));12
685;this/inv11;(all ref0:(one Class)|(some ref1:(one Group),ref2:(one Teacher)|(((ref0 -> (Person -> ref1)) in (Class <: Groups)) => (ref0 in (ref2 . (Person <: Teaches))))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));13
686;this/inv3;((! (some ref0:(one Person)|((ref0 in Student) && (ref0 in Teacher)))) && (all ref1:(one Person)|((ref1 in Student) || (ref1 in Teacher))));1;(all ref0:(one Person)|(! ((ref0 in Student) && (ref0 in Teacher))));11
687;this/inv11;((some (Class . (Class <: Groups))) => (some ((Person <: Teaches) . Class)));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((ref0 . (~ (Person <: Teaches))) & Teacher))));8
688;this/inv11;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((Person <: Teaches) . ref0))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((ref0 . (~ (Person <: Teaches))) & Teacher))));7
689;this/inv5;(all ref0:(one Person)|(ref0 in Person));1;(some ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));6
690;this/inv6;(all ref0:(one Person)|(some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));4
691;this/inv5;(all ref0:(one Person)|(some ref1:(one Class)|(ref0 in Person)));1;(some ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));7
692;this/inv5;(all ref0:(one Teacher)|(ref0 in Class));1;(some ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));6
693;this/inv5;(all ref0:(one Person)|(some ref1:(one Class)|((ref0 in Teacher) => ((ref0 -> ref1) in (Person <: Teaches)))));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));10
694;this/inv6;(all ref0:(one Class),ref1:(one Person)|((ref1 -> ref0) in (Person <: Teaches)));1;(all ref0:(one Teacher)|(some ref1:(one Class)|(ref1 in (ref0 . (Person <: Teaches)))));6
695;this/inv5;(all ref0:(one Person)|((ref0 in Class) && (ref0 in Teacher)));1;(some ref0:(one Person)|((some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))) && (ref0 in Teacher)));7
696;this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Student)|(((ref0 -> (ref3 -> ref1)) in (Class <: Groups)) => (((ref2 -> ref0) in (Person <: Teaches)) && (ref2 in Teacher))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person)|(some ref3:(one Person)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => (((ref3 -> ref0) in (Person <: Teaches)) && (ref3 in Teacher)))));14
697;this/inv11;(all ref0:(one Class),ref1:(one Person),ref2:(one Teacher)|(((ref2 -> ref0) in (Person <: Teaches)) => (all ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups)))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));16
698;this/inv5;(some ref0:(one Person)|((ref0 in Teacher) => (ref0 in Class)));1;(some ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));8
699;this/inv11;(some ref0:(one Class),ref1:(one Teacher)|(((ref1 -> ref0) !in (Person <: Teaches)) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));8
700;this/inv11;(some ref0:(one Class),ref1:(one Teacher)|(all ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));15
701;this/inv11;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(some ref3:(one Group)|(((ref1 !in Teacher) || ((ref1 -> ref0) !in (Person <: Teaches))) => ((ref0 -> (ref2 -> ref3)) !in (Class <: Groups)))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));14
702;this/inv11;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Student)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));10
703;this/inv11;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(some ref3:(one Group)|(((ref1 -> (ref0 -> ref3)) in (Class <: Groups)) => ((ref2 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));15
704;this/inv9;((all ref2:(one Class),ref3:(one Teacher)|((ref3 -> ref2) in (Person <: Teaches))) && (some ref0:(one Teacher)|(all ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches)))));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));14
705;this/inv11;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));10
706;this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) !in (Class <: Groups)) && ((ref3 -> ref0) !in (Person <: Teaches))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));14
707;this/inv9;(some ref0:(one Teacher)|(all ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));6
708;this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) !in (Class <: Groups)) && (ref3 !in Student) && ((ref3 -> ref0) !in (Person <: Teaches))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));17
709;this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && (ref3 !in Student) && ((ref3 -> ref0) in (Person <: Teaches))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));13
710;this/inv11;(all ref0:(one Class)|(some (Teacher . (ref0 . (Class <: Groups)))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));11
711;this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person)|(some ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && (ref3 !in Student) && ((ref3 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));13
712;this/inv11;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches))) && ((ref0 -> (ref1 -> ref2)) in (Class <: Groups)))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));18
713;this/inv11;((all ref0:(one Class)|(some ref1:(one Person)|(((ref1 -> ref0) in (Person <: Teaches)) && (ref1 in Teacher)))) => (some ref2:(one Class),ref3:(one Group),ref4:(one Person)|((ref2 -> (ref4 -> ref3)) in (Class <: Groups))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));21
